idx,q10,q50,q90,last,y_abs,delta_true,enter_long,enter_short,roll_q_high,roll_q_low,side,profit
24462,-8.35424,0.023542494,6.9458933,33.0,31.125563,-1.8744373,0,0,0.6036890989542008,-0.3167185604572296,0,-0.0
24463,-7.748757,-0.0128856,6.7473283,33.0,31.175585,-1.8244152,0,0,0.6036890989542008,-0.3167185604572296,0,-0.0
24464,-7.5318017,-0.004599469,6.2161694,33.0,32.104282,-0.8957176,0,0,0.6036890989542008,-0.3167185604572296,0,-0.0
24465,-6.8284936,-0.034124196,5.835733,32.0,31.983818,-0.016181946,0,0,0.6036890989542008,-0.3167185604572296,0,-0.0
24466,-5.3892465,-0.3673419,4.081888,31.0,31.76077,0.7607708,0,1,0.6036890989542008,-0.31720486283302307,-1,-0.7607708
24467,-5.888315,-0.36328718,4.3210716,30.0,31.945276,1.9452763,0,1,0.6036890989542008,-0.3172707974910736,-1,-1.9452763
24468,-5.666682,-0.26540586,4.1985703,29.0,30.624176,1.624176,0,0,0.6036890989542008,-0.3172707974910736,0,0.0
24469,-7.0939183,-0.20857817,5.4718847,30.0,30.248018,0.24801826,0,0,0.6036890989542008,-0.3172707974910736,0,0.0
24470,-8.051402,-0.10680089,6.4032593,32.0,30.620428,-1.3795719,0,0,0.6036890989542008,-0.3172707974910736,0,-0.0
24471,-7.168365,-0.13057427,5.9148226,32.0,30.406986,-1.5930138,0,0,0.6036890989542008,-0.3172707974910736,0,-0.0
24472,-7.56706,0.015543472,6.597754,30.0,31.184917,1.1849174,0,0,0.6036890989542008,-0.3172707974910736,0,0.0
24473,-7.0694194,0.00016407855,6.278408,29.0,31.00787,2.0078697,0,0,0.6036890989542008,-0.3172707974910736,0,0.0
24474,-5.8136525,-0.34300694,4.5318985,28.0,30.78541,2.78541,0,1,0.6036890989542008,-0.3178169161081314,-1,-2.78541
24475,-6.407262,-0.28316158,5.085083,27.0,31.401443,4.4014435,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24476,-7.422478,0.05181881,6.964404,27.0,31.901894,4.9018936,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24477,-8.489073,0.034956284,7.756428,26.0,32.525738,6.525738,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24478,-9.091852,0.22392908,8.93474,26.0,33.677876,7.6778755,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24479,-7.784584,0.17061469,7.499217,26.0,35.420677,9.420677,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24480,-8.944341,0.37131414,9.374919,28.0,40.344276,12.344276,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24481,-8.799062,0.38782495,9.218674,29.0,37.853584,8.853584,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24482,-9.155207,0.37079772,9.547249,30.0,38.3578,8.3578,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24483,-9.712383,0.1301144,9.273474,30.0,39.611286,9.611286,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24484,-8.425055,0.16776079,8.163826,29.0,39.516273,10.5162735,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24485,-8.659877,0.38530344,9.1701765,30.0,41.066578,11.066578,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24486,-7.9141526,0.2569488,8.080147,31.0,42.489155,11.489155,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24487,-8.777433,0.040105484,8.021745,32.0,40.74358,8.74358,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24488,-8.886013,0.29303044,9.512299,32.0,40.963943,8.9639435,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24489,-9.186039,0.3814259,9.891638,34.0,40.48853,6.488529,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24490,-9.337761,0.3975198,9.872099,35.0,42.129192,7.1291924,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24491,-9.740796,0.17197117,9.4508915,35.0,42.036507,7.0365067,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24492,-8.846476,0.30197504,8.950918,34.0,42.109447,8.1094475,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24493,-8.959431,0.4493644,9.654685,33.0,43.361053,10.361053,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24494,-8.064856,0.2839036,8.20983,33.0,43.65327,10.653271,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24495,-9.05044,0.079897776,8.261016,34.0,42.35876,8.358761,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24496,-8.728716,0.28251317,9.184673,34.0,42.581944,8.5819435,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24497,-8.818354,0.346018,9.221865,34.0,42.944134,8.944134,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24498,-9.319207,0.38460034,9.747431,35.0,43.275047,8.275047,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24499,-9.672304,0.12558612,9.201488,35.0,42.463966,7.4639664,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24500,-8.816546,0.27341512,8.82115,35.0,42.87911,7.8791084,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24501,-8.952415,0.44868085,9.624902,35.0,42.804234,7.8042336,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24502,-7.7543216,0.2289209,7.8329744,35.0,42.559624,7.5596237,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24503,-8.340445,-0.012837358,7.351294,34.0,43.490013,9.490013,0,0,0.6036890989542008,-0.3178169161081314,0,0.0
24504,-8.506557,0.27329698,8.961477,35.0,43.277225,8.2772255,0,0,0.6031401777267456,-0.3178169161081314,0,0.0
24505,-8.702875,0.3052636,9.02577,36.0,44.876667,8.876667,0,0,0.6028986573219299,-0.3178169161081314,0,0.0
24506,-9.1899,0.37105915,9.597641,36.0,44.79541,8.79541,0,0,0.6028986573219299,-0.3178169161081314,0,0.0
24507,-9.600039,0.1362626,9.196081,34.0,44.128387,10.128387,0,0,0.6019472968578339,-0.3178169161081314,0,0.0
24508,-8.794214,0.25381297,8.782707,34.0,43.00589,9.00589,0,0,0.6019472968578339,-0.3178169161081314,0,0.0
24509,-9.013124,0.4312682,9.659401,34.0,43.161427,9.161427,0,0,0.6019472968578339,-0.3178169161081314,0,0.0
24510,-7.8016024,0.24292526,7.9311543,35.0,42.23925,7.23925,0,0,0.6019472968578339,-0.3178169161081314,0,0.0
24511,-9.243155,0.06925448,8.5990715,35.0,42.401417,7.401417,0,0,0.6014192026853561,-0.3178169161081314,0,0.0
24512,-9.253799,0.3453742,10.049618,35.0,42.444767,7.444767,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24513,-8.57448,0.35375133,9.167318,35.0,42.535675,7.535675,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24514,-8.345989,0.36993018,8.882564,35.0,43.343983,8.343983,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24515,-8.086647,0.27367163,8.444059,36.0,43.66381,7.6638107,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24516,-6.510428,0.019999165,6.0937176,35.0,42.70323,7.703232,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24517,-6.5478806,0.078969166,6.2425103,36.0,42.56467,6.5646706,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24518,-5.7714496,-0.14458607,4.991267,35.0,42.4657,7.4656982,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24519,-6.4408574,-0.19667989,5.192834,34.0,42.94077,8.940769,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24520,-6.2501364,-0.07497086,5.603262,34.0,43.353233,9.353233,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24521,-6.694198,0.06862143,6.3297825,34.0,43.582058,9.582058,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24522,-6.3091083,0.009900689,5.698638,34.0,42.927704,8.927704,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24523,-6.436302,0.039852098,6.111521,35.0,43.006138,8.006138,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24524,-5.4505954,-0.20534214,4.2592278,34.0,42.660774,8.660774,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24525,-5.4297557,-0.1585474,4.325593,35.0,42.268745,7.2687454,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24526,-5.158002,-0.24996108,3.9962656,35.0,41.72563,6.7256317,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24527,-5.9132314,-0.25292334,4.415625,36.0,41.74439,5.7443886,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24528,-5.4569917,-0.18111631,4.315687,37.0,40.901936,3.9019356,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24529,-5.888712,-0.101048596,4.779756,39.0,41.188858,2.188858,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24530,-7.063531,0.17458233,7.005327,40.0,41.12334,1.1233406,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24531,-8.814842,0.43130007,9.399656,39.0,41.470543,2.470543,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24532,-7.558215,0.16495985,7.4374,38.0,41.757805,3.7578049,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24533,-5.6826572,-0.06526447,5.169012,39.0,40.12225,1.1222496,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24534,-6.9622626,-0.0953405,6.2238083,39.0,41.274693,2.2746925,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24535,-8.139519,0.053431414,7.7440205,40.0,39.868786,-0.13121414,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24536,-7.4200854,0.20505685,7.097841,40.0,38.363804,-1.6361961,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24537,-6.4331307,0.025542725,5.8355618,39.0,39.124237,0.12423706,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24538,-5.772226,-0.17156777,4.482159,39.0,38.876312,-0.123687744,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24539,-5.7576203,-0.19001877,4.486724,39.0,38.84857,-0.15142822,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24540,-7.269226,0.08234715,6.424156,40.0,39.506863,-0.49313736,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24541,-7.2671905,0.019101024,6.2733226,40.0,39.10404,-0.89596176,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24542,-6.79857,0.05348905,6.1683245,40.0,38.981388,-1.0186119,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24543,-7.3743844,0.18960005,6.9314795,40.0,38.79851,-1.2014885,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24544,-7.0224786,0.049930073,6.1406198,40.0,39.00196,-0.99803925,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24545,-7.228947,-0.108825594,6.18884,40.0,39.259224,-0.74077606,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24546,-7.279286,0.12942478,7.2988505,39.0,38.622433,-0.3775673,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24547,-7.5789967,0.3677828,8.459602,40.0,39.200886,-0.7991142,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24548,-8.187767,0.45075455,8.847567,40.0,39.467243,-0.5327568,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24549,-8.926741,0.48651364,9.367029,39.0,39.511726,0.5117264,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24550,-8.413485,0.4916717,9.072668,40.0,39.010975,-0.9890251,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24551,-7.1176763,0.17014262,6.6234984,40.0,39.34076,-0.6592407,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24552,-6.4559493,-0.107023016,5.153043,39.0,39.08784,0.087841034,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24553,-6.9680486,-0.16943088,5.6749725,40.0,39.265022,-0.7349777,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24554,-6.8433247,0.043571323,6.3890705,40.0,39.11651,-0.8834915,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24555,-5.550542,-0.2245487,4.917225,40.0,37.828037,-2.1719627,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24556,-6.5423255,-0.0070498753,6.102439,40.0,38.239685,-1.760315,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24557,-7.1526756,0.04405325,7.0011578,40.0,38.21683,-1.7831688,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24558,-7.407539,0.06882175,7.3482103,39.0,39.057354,0.057353973,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24559,-6.75909,-0.10435817,6.232508,38.0,38.697826,0.6978264,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24560,-7.5384555,0.12284093,7.759858,38.0,39.12308,1.1230812,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24561,-6.245581,0.12321063,6.584565,38.0,38.417534,0.41753387,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24562,-5.2055154,-0.3089845,4.5318975,38.0,38.340343,0.34034348,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24563,-6.0759706,-0.18871033,5.7610946,38.0,38.366627,0.36662674,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24564,-6.418151,-0.08593628,5.807809,39.0,38.731945,-0.26805496,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24565,-6.900823,0.0011185519,6.552243,39.0,38.57941,-0.42058945,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24566,-7.0376143,0.03563226,6.799891,38.0,38.28453,0.28453064,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24567,-6.508926,-0.12021092,5.899578,38.0,38.421432,0.4214325,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24568,-7.241449,0.10172618,7.358974,38.0,38.94245,0.9424515,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24569,-6.1282487,0.12727627,6.459971,38.0,38.346207,0.34620667,0,0,0.6008185094594956,-0.3178169161081314,0,0.0
24570,-5.1304846,-0.31520855,4.3999147,39.0,38.529465,-0.47053528,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24571,-5.9135547,-0.1870364,5.581223,39.0,38.154076,-0.8459244,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24572,-6.6525245,-0.004665591,6.108369,39.0,38.093323,-0.90667725,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24573,-6.802152,0.032523267,6.4500275,38.0,37.475777,-0.5242233,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24574,-6.723702,0.04811933,6.5115337,38.0,37.707355,-0.2926445,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24575,-6.128319,-0.07296673,5.67662,38.0,37.58238,-0.4176216,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24576,-6.7222447,0.17761901,7.155831,38.0,37.495693,-0.5043068,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24577,-5.626845,0.12380799,6.0663385,38.0,37.420967,-0.5790329,0,0,0.6008185094594956,-0.3178169161081314,0,-0.0
24578,-4.1462913,-0.34993234,3.5878246,37.0,37.69203,0.69203186,0,1,0.6008185094594956,-0.3181008636951446,-1,-0.69203186
24579,-4.1654763,-0.30576542,3.8919764,37.0,37.268047,0.26804733,0,0,0.6008185094594956,-0.3181008636951446,0,0.0
24580,-4.9056525,-0.21801704,4.2615848,37.0,37.348328,0.34832764,0,0,0.6008185094594956,-0.3181008636951446,0,0.0
24581,-5.3798356,-0.21307361,4.7324257,37.0,37.120647,0.12064743,0,0,0.6008185094594956,-0.3181008636951446,0,0.0
24582,-4.4621325,-0.25663722,3.994345,38.0,37.002426,-0.99757385,0,0,0.6008185094594956,-0.3181008636951446,0,-0.0
24583,-4.639151,-0.27801538,3.9144642,37.0,37.30402,0.30401993,0,0,0.6008185094594956,-0.3181008636951446,0,0.0
24584,-5.434121,-0.032140758,5.4010773,37.0,37.380135,0.38013458,0,0,0.6008185094594956,-0.3181008636951446,0,0.0
24585,-5.1474295,-0.077203326,4.697411,37.0,37.576977,0.5769768,0,0,0.6008185094594956,-0.3181008636951446,0,0.0
24586,-4.3892627,-0.39520562,3.3088875,37.0,37.721985,0.72198486,0,1,0.6008185094594956,-0.3198072791099548,-1,-0.72198486
24587,-4.4101396,-0.3042972,3.765883,37.0,37.23779,0.23778915,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24588,-4.8275104,-0.2401424,4.103187,37.0,37.668064,0.6680641,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24589,-7.511635,-0.1730263,6.659737,37.0,37.864685,0.86468506,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24590,-7.369484,-0.1558257,6.98493,37.0,37.609814,0.6098137,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24591,-6.690519,-0.058897957,6.761119,37.0,37.354786,0.35478592,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24592,-6.349061,-0.0599612,6.426902,37.0,37.864555,0.86455536,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24593,-6.4055715,-0.089002,6.2767954,37.0,38.20794,1.2079391,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24594,-6.1884475,-0.031415273,6.1554284,38.0,38.72776,0.7277603,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24595,-5.42606,-0.12732476,5.3158503,38.0,39.62107,1.6210709,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24596,-6.1276064,-0.03778064,6.1994777,38.0,38.766197,0.7661972,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24597,-6.7383714,0.035601504,6.8302336,38.0,38.597336,0.5973358,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24598,-6.1285887,-0.21090102,5.7429156,38.0,38.168495,0.16849518,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24599,-6.1926227,-0.12056611,5.9747686,38.0,38.018475,0.018474579,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24600,-5.8888364,-0.16695112,5.3732967,38.0,38.447144,0.44714355,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24601,-6.232823,-0.17846036,5.511934,38.0,37.959812,-0.040187836,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24602,-6.0440807,-0.11009868,5.5584087,38.0,37.907894,-0.092105865,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24603,-5.330396,-0.21487403,4.7079344,38.0,37.638203,-0.36179733,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24604,-5.9569297,-0.12196708,5.5806646,38.0,37.434002,-0.5659981,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24605,-6.4417667,-0.05862785,6.0743284,38.0,37.6068,-0.39319992,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24606,-5.886608,-0.26315996,5.1709623,38.0,38.04883,0.048828125,0,0,0.6008185094594956,-0.3198072791099548,0,0.0
24607,-5.9104037,-0.20916203,5.1396246,38.0,37.790195,-0.20980453,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24608,-5.5654564,-0.23087782,4.757383,39.0,37.99716,-1.0028381,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24609,-6.001756,-0.21923426,5.1229935,39.0,37.538094,-1.4619064,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24610,-5.848476,-0.14411399,5.2635603,39.0,37.36211,-1.6378899,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24611,-5.2276707,-0.25112697,4.502592,39.0,37.582893,-1.4171066,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24612,-6.002663,-0.1644274,5.418677,39.0,37.991383,-1.0086174,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24613,-6.5060067,-0.08332541,5.9585958,39.0,37.29516,-1.7048416,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24614,-5.9307985,-0.2674986,5.125047,39.0,37.244915,-1.755085,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24615,-5.92084,-0.20691663,5.099345,39.0,37.11101,-1.8889885,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24616,-5.57881,-0.21878657,4.7545652,39.0,37.629368,-1.3706322,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24617,-6.1215444,-0.21141085,5.202523,39.0,37.887836,-1.1121635,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24618,-5.899142,-0.12736589,5.302436,39.0,38.067463,-0.9325371,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24619,-5.279144,-0.22865185,4.5409994,39.0,37.896965,-1.103035,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24620,-6.0124555,-0.14173639,5.401216,39.0,37.781403,-1.2185974,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24621,-6.5422854,-0.06782584,5.9291153,39.0,37.429104,-1.5708961,0,0,0.6008185094594956,-0.3198072791099548,0,-0.0
24622,-5.9194818,-0.2633732,5.0153785,38.0,37.12173,-0.8782692,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24623,-5.8920574,-0.19911364,5.0175476,38.0,36.876495,-1.1235046,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24624,-5.497792,-0.22279382,4.620662,38.0,37.06416,-0.9358406,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24625,-5.903968,-0.17426068,5.111596,38.0,37.09447,-0.905529,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24626,-5.885549,-0.12301138,5.297364,38.0,36.9331,-1.0668983,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24627,-5.3284264,-0.2178553,4.6086245,38.0,37.291473,-0.7085266,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24628,-6.253103,-0.1332382,5.6146984,38.0,37.22536,-0.7746391,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24629,-6.7248673,-0.036217093,6.183929,38.0,36.759216,-1.2407837,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24630,-6.05423,-0.24424526,5.217842,38.0,37.069057,-0.93094254,0,0,0.5994985502958298,-0.3198072791099548,0,-0.0
24631,-5.9712234,-0.18093836,5.1232443,37.0,37.291306,0.29130554,0,0,0.5994985502958298,-0.3198072791099548,0,0.0
24632,-5.6440473,-0.19753423,4.792141,37.0,37.383003,0.38300323,0,0,0.5994985502958298,-0.3198072791099548,0,0.0
24633,-6.3035426,-0.11562319,5.540142,37.0,38.03317,1.0331688,0,0,0.598845801949501,-0.3198072791099548,0,0.0
24634,-6.279122,-0.07376139,5.6396236,38.0,37.998543,-0.0014572144,0,0,0.598845801949501,-0.3198072791099548,0,-0.0
24635,-5.699047,-0.17909038,4.918476,38.0,37.64482,-0.35517883,0,0,0.598845801949501,-0.3198072791099548,0,-0.0
24636,-6.599602,-0.10039007,5.864624,38.0,37.96358,-0.036418915,0,0,0.598845801949501,-0.3198072791099548,0,-0.0
24637,-6.839372,-0.017162984,6.3306127,38.0,37.696236,-0.30376434,0,0,0.598845801949501,-0.3198072791099548,0,-0.0
24638,-6.1266484,-0.23102891,5.267024,38.0,38.2246,0.22460175,0,0,0.598605078458786,-0.3198072791099548,0,0.0
24639,-6.081052,-0.14777434,5.2732153,38.0,37.970196,-0.02980423,0,0,0.598605078458786,-0.3198072791099548,0,-0.0
24640,-4.909304,-0.23829165,4.1430492,38.0,37.760048,-0.23995209,0,0,0.598605078458786,-0.3198072791099548,0,-0.0
24641,-4.7839437,-0.19399351,4.3017206,38.0,38.073994,0.07399368,0,0,0.5984735482931137,-0.3198072791099548,0,0.0
24642,-4.0680876,-0.19957247,3.728507,38.0,38.024754,0.02475357,0,0,0.5984735482931137,-0.3198072791099548,0,0.0
24643,-4.030757,-0.2683581,3.4450824,39.0,37.681793,-1.3182068,0,0,0.5984735482931137,-0.3198072791099548,0,-0.0
24644,-4.7716656,-0.23855036,4.1661177,39.0,37.497185,-1.5028152,0,0,0.5984735482931137,-0.3198072791099548,0,-0.0
24645,-5.2747293,-0.15398374,4.6085663,40.0,37.563465,-2.436535,0,0,0.5984735482931137,-0.3198072791099548,0,-0.0
24646,-5.612809,-0.24803105,4.6418433,40.0,38.01161,-1.9883919,0,0,0.5984735482931137,-0.3198072791099548,0,-0.0
24647,-5.614763,-0.16760352,4.7558575,39.0,38.049248,-0.95075226,0,0,0.5984735482931137,-0.3198072791099548,0,-0.0
24648,-4.840174,-0.2549793,3.947273,39.0,37.817535,-1.1824646,0,0,0.5984735482931137,-0.3198072791099548,0,-0.0
24649,-4.782976,-0.20151922,4.1841636,39.0,37.727596,-1.2724037,0,0,0.5974797481298446,-0.3198072791099548,0,-0.0
24650,-4.2416673,-0.21622983,3.7624764,39.0,37.42238,-1.5776215,0,0,0.5974797481298446,-0.3198072791099548,0,-0.0
24651,-4.8616176,-0.2949874,4.057419,39.0,37.83719,-1.1628113,0,0,0.5974797481298446,-0.3198072791099548,0,-0.0
24652,-3.6920977,-0.11085564,4.0698724,38.0,37.87332,-0.12667847,0,0,0.5974797481298446,-0.3198072791099548,0,-0.0
24653,-4.4334936,-0.15655339,4.3676434,38.0,37.613026,-0.38697433,0,0,0.5974797481298446,-0.3198072791099548,0,-0.0
24654,-3.9189863,-0.051919747,4.456627,38.0,37.90524,-0.094760895,0,0,0.5953345209360122,-0.3198072791099548,0,-0.0
24655,-3.9935503,-0.05635643,4.6153193,38.0,38.06213,0.062129974,0,0,0.5944756507873535,-0.3198072791099548,0,0.0
24656,-4.3743854,-0.021943167,4.9842224,38.0,38.09875,0.09875107,0,0,0.5944756507873535,-0.3198072791099548,0,0.0
24657,-4.8122163,-0.045534417,5.4050546,38.0,38.67086,0.6708603,0,0,0.5923249644041061,-0.3198072791099548,0,0.0
24658,-5.109951,-0.19172764,4.9460883,38.0,38.384605,0.3846054,0,0,0.5923249644041061,-0.3198072791099548,0,0.0
24659,-4.5636926,0.01589312,5.2269077,38.0,38.87394,0.8739395,0,0,0.5923249644041061,-0.3198072791099548,0,0.0
24660,-4.524917,-0.038578376,4.8819923,38.0,38.56314,0.56314087,0,0,0.5923249644041061,-0.3198072791099548,0,0.0
24661,-3.89674,-0.05629621,4.3173947,38.0,38.273182,0.27318192,0,0,0.5923249644041061,-0.3198072791099548,0,0.0
24662,-4.3356423,0.09211042,5.093391,38.0,37.96488,-0.035118103,0,0,0.5916097211837767,-0.3198072791099548,0,-0.0
24663,-4.622287,0.03914807,5.362865,38.0,37.438686,-0.5613136,0,0,0.5913425236940384,-0.3198072791099548,0,-0.0
24664,-5.3077683,0.06324138,5.964168,38.0,37.786793,-0.21320724,0,0,0.590936485528946,-0.3198072791099548,0,-0.0
24665,-5.5804,0.092935525,6.4936786,38.0,37.72432,-0.27568054,0,0,0.5896814841032028,-0.3198072791099548,0,-0.0
24666,-6.3532596,-0.09601019,6.0747776,38.0,37.226685,-0.7733154,0,0,0.5895990037918091,-0.3198072791099548,0,-0.0
24667,-5.673498,0.16270098,6.5808992,38.0,37.01834,-0.98165894,0,0,0.5895990037918091,-0.3198072791099548,0,-0.0
24668,-5.404691,0.0918112,5.9125595,38.0,37.188755,-0.81124496,0,0,0.5895990037918091,-0.3198072791099548,0,-0.0
24669,-4.0188136,-0.062112406,4.4338775,38.0,36.858456,-1.1415443,0,0,0.5895990037918091,-0.3198072791099548,0,-0.0
24670,-4.5535507,0.08881369,5.2048635,38.0,36.510487,-1.4895134,0,0,0.5874224150180817,-0.3198072791099548,0,-0.0
24671,-4.675875,-0.0021564476,5.2716126,38.0,36.260643,-1.739357,0,0,0.5864715820550919,-0.3198072791099548,0,-0.0
