idx,mu,abs_mu,last,y_abs,delta_true,enter,side,profit,q_hist
35201,-0.95769686,0.95769686,26.0,19.311464,-6.6885357,0,0,0.0,1.1320454
35202,-0.77831334,0.77831334,27.0,17.326607,-9.673393,0,0,0.0,1.1320454
35203,-0.97830886,0.97830886,27.0,17.755613,-9.244387,0,0,0.0,1.1320454
35204,-1.1117895,1.1117895,27.0,19.212374,-7.7876263,0,0,0.0,1.1320454
35205,-0.98266727,0.98266727,28.0,20.934334,-7.065666,0,0,0.0,1.1320454
35206,-1.1058003,1.1058003,27.0,23.5537,-3.4463005,0,0,0.0,1.1320454
35207,-0.876788,0.876788,27.0,22.813126,-4.1868744,0,0,0.0,1.1320454
35208,-0.9640935,0.9640935,27.0,21.376255,-5.623745,0,0,0.0,1.1320454
35209,-0.9722173,0.9722173,27.0,21.974533,-5.025467,0,0,0.0,1.1320454
35210,-1.0322299,1.0322299,26.0,20.164806,-5.8351936,0,0,0.0,1.1320454
35211,-0.97190225,0.97190225,26.0,21.472485,-4.5275154,0,0,0.0,1.1320454
35212,-0.7848365,0.7848365,26.0,19.264486,-6.7355137,0,0,0.0,1.1320454
35213,-0.87331814,0.87331814,24.0,18.207985,-5.792015,0,0,0.0,1.1320454
35214,-0.9165315,0.9165315,22.0,17.970797,-4.0292034,0,0,0.0,1.1320454
35215,-0.74018115,0.74018115,22.0,18.405056,-3.594944,0,0,0.0,1.1320454
35216,-0.96770555,0.96770555,25.0,18.653296,-6.3467045,0,0,0.0,1.1320454
35217,-1.0530069,1.0530069,26.0,17.98382,-8.01618,0,0,0.0,1.1320454
35218,-1.1650898,1.1650898,25.0,20.260435,-4.739565,1,-1,4.739565,1.1320454
35219,-1.120447,1.120447,26.0,21.161137,-4.8388634,0,0,0.0,1.1321574
35220,-1.1281047,1.1281047,27.0,21.017534,-5.9824657,0,0,0.0,1.1321574
35221,-1.0292985,1.0292985,27.0,21.799526,-5.200474,0,0,0.0,1.1321574
35222,-0.9297585,0.9297585,27.0,22.962164,-4.037836,0,0,0.0,1.1321574
35223,-0.79000974,0.79000974,27.0,23.137539,-3.862461,0,0,0.0,1.1321574
35224,-0.98414254,0.98414254,28.0,24.20098,-3.7990208,0,0,0.0,1.1321574
35225,-1.0510755,1.0510755,28.0,27.579376,-0.42062378,0,0,0.0,1.1321574
35226,-1.1568953,1.1568953,29.0,27.390118,-1.6098824,1,-1,1.6098824,1.1321574
35227,-1.1219698,1.1219698,28.0,27.410444,-0.58955574,0,0,0.0,1.1322095
35228,-1.143839,1.143839,28.0,28.066034,0.06603432,1,-1,-0.06603432,1.1322095
35229,-1.042673,1.042673,27.0,27.215807,0.21580696,0,0,-0.0,1.1323024
35230,-0.9750674,0.9750674,28.0,27.940945,-0.05905533,0,0,0.0,1.1323024
35231,-0.8033975,0.8033975,27.0,28.631561,1.6315613,0,0,-0.0,1.1323024
35232,-1.0131161,1.0131161,26.0,28.991692,2.9916916,0,0,-0.0,1.1323024
35233,-1.0939661,1.0939661,26.0,30.01773,4.0177307,0,0,-0.0,1.1323024
35234,-1.1341399,1.1341399,27.0,31.100374,4.100374,1,-1,-4.100374,1.1323024
35235,-1.1760197,1.1760197,26.0,32.1939,6.193901,1,-1,-6.193901,1.1323204
35236,-1.1973693,1.1973693,26.0,32.870316,6.8703156,1,-1,-6.8703156,1.1323826
35237,-1.0927413,1.0927413,26.0,33.132504,7.1325035,0,0,-0.0,1.1325101
35238,-1.018253,1.018253,26.0,33.787968,7.7879677,0,0,-0.0,1.1325101
35239,-0.8142507,0.8142507,25.0,31.968803,6.9688034,0,0,-0.0,1.1325101
35240,-1.0023173,1.0023173,24.0,31.511665,7.5116653,0,0,-0.0,1.1325101
35241,-1.0911052,1.0911052,25.0,31.491777,6.4917774,0,0,-0.0,1.1325101
35242,-1.1197664,1.1197664,24.0,30.983355,6.9833546,0,0,-0.0,1.1325101
35243,-1.1776813,1.1776813,22.0,29.002573,7.002573,1,-1,-7.002573,1.1325101
35244,-1.1923698,1.1923698,22.0,29.952747,7.9527473,1,-1,-7.9527473,1.1325428
35245,-1.1094731,1.1094731,23.0,30.092472,7.092472,0,0,-0.0,1.1326302
35246,-1.0277338,1.0277338,23.0,29.892517,6.892517,0,0,-0.0,1.1326302
35247,-0.86388654,0.86388654,22.0,29.968634,7.9686337,0,0,-0.0,1.1326302
35248,-1.067199,1.067199,22.0,29.414303,7.414303,0,0,-0.0,1.1326302
35249,-1.1175979,1.1175979,22.0,28.091553,6.0915527,0,0,-0.0,1.1326302
35250,-1.2009983,1.2009983,22.0,27.1998,5.1998005,1,-1,-5.1998005,1.1326302
35251,-1.2802424,1.2802424,22.0,29.376183,7.3761826,1,-1,-7.3761826,1.1326972
35252,-1.0329229,1.0329229,21.0,30.2088,9.208799,0,0,-0.0,1.1328263
35253,-1.0871919,1.0871919,21.0,30.626371,9.626371,0,0,-0.0,1.1328263
35254,-1.0309848,1.0309848,22.0,30.081568,8.081568,0,0,-0.0,1.1328263
35255,-0.9053949,0.9053949,25.0,30.608505,5.6085052,0,0,-0.0,1.1328263
35256,-0.9107526,0.9107526,27.0,30.447762,3.4477615,0,0,-0.0,1.1328263
35257,-0.97907025,0.97907025,27.0,30.234123,3.2341232,0,0,-0.0,1.1328263
35258,-1.0257369,1.0257369,26.0,30.03272,4.0327206,0,0,-0.0,1.1328263
35259,-0.9393229,0.9393229,26.0,29.276108,3.2761078,0,0,-0.0,1.1328263
35260,-1.0815432,1.0815432,25.0,27.834606,2.8346062,0,0,-0.0,1.1328263
35261,-1.0327077,1.0327077,25.0,27.162226,2.1622257,0,0,-0.0,1.1328263
35262,-1.0043901,1.0043901,24.0,28.471891,4.4718914,0,0,-0.0,1.1328263
35263,-0.9183599,0.9183599,23.0,29.544458,6.5444584,0,0,-0.0,1.1328263
35264,-0.88277406,0.88277406,22.0,28.751888,6.7518883,0,0,-0.0,1.1328263
35265,-0.83720475,0.83720475,22.0,27.286053,5.2860527,0,0,-0.0,1.1328263
35266,-0.83551913,0.83551913,22.0,25.860235,3.8602352,0,0,-0.0,1.1328263
35267,-0.8909678,0.8909678,22.0,26.900019,4.9000187,0,0,-0.0,1.1328263
35268,-0.9971035,0.9971035,23.0,26.82448,3.82448,0,0,-0.0,1.1328263
35269,-1.0883877,1.0883877,24.0,26.204182,2.2041817,0,0,-0.0,1.1328263
35270,-1.0853608,1.0853608,25.0,26.15921,1.1592102,0,0,-0.0,1.1328263
35271,-1.0071104,1.0071104,25.0,26.702436,1.7024364,0,0,-0.0,1.1328263
35272,-0.8949786,0.8949786,26.0,27.819838,1.8198376,0,0,-0.0,1.1328263
35273,-0.9545098,0.9545098,26.0,28.2769,2.2768993,0,0,-0.0,1.1328263
35274,-0.9561255,0.9561255,27.0,26.43956,-0.56044006,0,0,0.0,1.1328263
35275,-0.96020365,0.96020365,29.0,27.603687,-1.3963127,0,0,0.0,1.1328263
35276,-1.1331297,1.1331297,30.0,29.11269,-0.88731,1,-1,0.88731,1.1328263
35277,-1.1677922,1.1677922,30.0,28.605837,-1.3941631,1,-1,1.3941631,1.1329938
35278,-1.0333399,1.0333399,31.0,28.882517,-2.1174831,0,0,0.0,1.1331167
35279,-0.991539,0.991539,30.0,29.505882,-0.49411774,0,0,0.0,1.1331167
35280,-0.8835778,0.8835778,30.0,29.584488,-0.41551208,0,0,0.0,1.1329938
35281,-0.89971155,0.89971155,31.0,29.20362,-1.7963791,0,0,0.0,1.1328263
35282,-0.9190642,0.9190642,31.0,29.3318,-1.6681995,0,0,0.0,1.1326972
35283,-0.9919779,0.9919779,32.0,29.550798,-2.4492016,0,0,0.0,1.1326302
35284,-1.1294454,1.1294454,33.0,29.049423,-3.9505768,0,0,0.0,1.1326302
35285,-1.1550083,1.1550083,34.0,29.611164,-4.388836,1,-1,4.388836,1.1326302
35286,-1.0278256,1.0278256,35.0,29.213043,-5.786957,0,0,0.0,1.1326972
35287,-1.0031734,1.0031734,35.0,28.965504,-6.0344963,0,0,0.0,1.1326972
35288,-0.8992793,0.8992793,35.0,27.685688,-7.314312,0,0,0.0,1.1326972
35289,-0.9157625,0.9157625,34.0,28.152172,-5.847828,0,0,0.0,1.1326972
35290,-0.9771612,0.9771612,34.0,28.805828,-5.194172,0,0,0.0,1.1326972
35291,-1.0368658,1.0368658,34.0,27.985813,-6.014187,0,0,0.0,1.1326972
35292,-1.1364919,1.1364919,34.0,29.638498,-4.3615017,1,-1,4.3615017,1.1326972
35293,-1.1894058,1.1894058,32.0,29.146872,-2.8531284,1,-1,2.8531284,1.1326972
35294,-1.0850865,1.0850865,32.0,29.878805,-2.1211948,0,0,0.0,1.1328263
35295,-1.0401287,1.0401287,32.0,32.336113,0.33611298,0,0,-0.0,1.1328263
35296,-0.89883536,0.89883536,32.0,33.10042,1.1004219,0,0,-0.0,1.1328263
35297,-0.91316223,0.91316223,32.0,32.26545,0.26544952,0,0,-0.0,1.1328263
35298,-0.9549278,0.9549278,32.0,32.748203,0.7482033,0,0,-0.0,1.1328263
35299,-1.0396518,1.0396518,31.0,31.87971,0.87970924,0,0,-0.0,1.1326972
35300,-1.1294856,1.1294856,30.0,32.02673,2.0267296,0,0,-0.0,1.1326302
35301,-1.1877321,1.1877321,31.0,31.78133,0.7813301,1,-1,-0.7813301,1.1325428
35302,-1.0992168,1.0992168,32.0,32.362625,0.36262512,0,0,-0.0,1.1326302
35303,-0.6777855,0.6777855,32.0,32.465115,0.4651146,0,0,-0.0,1.1326302
35304,-0.85256773,0.85256773,31.0,33.14424,2.1442413,0,0,-0.0,1.1325428
35305,-0.9292507,0.9292507,31.0,32.706024,1.7060242,0,0,-0.0,1.1325428
35306,-0.9694852,0.9694852,31.0,32.671623,1.6716232,0,0,-0.0,1.1325428
35307,-1.0458767,1.0458767,31.0,32.487682,1.4876823,0,0,-0.0,1.1325428
35308,-1.1468161,1.1468161,31.0,33.0784,2.0783997,1,-1,-2.0783997,1.1325101
35309,-1.1829115,1.1829115,31.0,33.44037,2.4403687,1,-1,-2.4403687,1.1325428
35310,-1.0816928,1.0816928,29.0,34.025444,5.025444,0,0,-0.0,1.1326302
35311,-0.6865013,0.6865013,29.0,33.553043,4.5530434,0,0,-0.0,1.1326302
35312,-0.87623656,0.87623656,29.0,33.4528,4.4528008,0,0,-0.0,1.1326302
35313,-0.91309756,0.91309756,30.0,32.934937,2.9349365,0,0,-0.0,1.1326302
35314,-0.96503234,0.96503234,30.0,32.63076,2.6307602,0,0,-0.0,1.1326302
35315,-1.0460031,1.0460031,29.0,33.136738,4.136738,0,0,-0.0,1.1326302
35316,-1.1442521,1.1442521,27.0,32.911385,5.9113846,1,-1,-5.9113846,1.1325428
35317,-1.1867837,1.1867837,27.0,33.320515,6.3205147,1,-1,-6.3205147,1.1326302
35318,-1.0528924,1.0528924,27.0,34.745876,7.7458763,0,0,-0.0,1.1326972
35319,-0.6651571,0.6651571,27.0,34.03881,7.0388107,0,0,-0.0,1.1326972
35320,-0.77945966,0.77945966,27.0,33.662,6.6619987,0,0,-0.0,1.1326972
35321,-0.93682045,0.93682045,27.0,33.446228,6.446228,0,0,-0.0,1.1326972
35322,-0.9583463,0.9583463,28.0,33.14994,5.1499405,0,0,-0.0,1.1326972
35323,-1.0288996,1.0288996,28.0,33.71798,5.7179794,0,0,-0.0,1.1326302
35324,-1.1347741,1.1347741,28.0,32.420578,4.420578,1,-1,-4.420578,1.1325428
35325,-1.1798102,1.1798102,28.0,32.13541,4.1354103,1,-1,-4.1354103,1.1325428
35326,-1.0487518,1.0487518,29.0,31.989592,2.9895916,0,0,-0.0,1.1325428
35327,-0.670399,0.670399,29.0,32.567547,3.5675468,0,0,-0.0,1.1325101
35328,-0.7796423,0.7796423,29.0,32.057682,3.057682,0,0,-0.0,1.1323826
35329,-0.92916244,0.92916244,30.0,32.115086,2.1150856,0,0,-0.0,1.1323204
35330,-0.94983274,0.94983274,30.0,32.226284,2.226284,0,0,-0.0,1.1323024
35331,-1.0187485,1.0187485,30.0,32.759323,2.7593231,0,0,-0.0,1.1322095
35332,-1.1322124,1.1322124,30.0,33.436207,3.4362068,1,-1,-3.4362068,1.1321574
35333,-1.1828061,1.1828061,30.0,32.709476,2.7094765,1,-1,-2.7094765,1.1321574
35334,-1.0615038,1.0615038,29.0,33.116962,4.1169624,0,0,-0.0,1.1321574
35335,-0.7053033,0.7053033,30.0,33.8524,3.8524017,0,0,-0.0,1.1320454
35336,-0.7760057,0.7760057,30.0,34.015144,4.0151443,0,0,-0.0,1.1320068
35337,-0.9227857,0.9227857,29.0,33.84298,4.8429794,0,0,-0.0,1.1319975
35338,-0.943322,0.943322,29.0,33.75846,4.758461,0,0,-0.0,1.1319771
35339,-1.0187136,1.0187136,28.0,33.412376,5.4123764,0,0,-0.0,1.1319509
35340,-1.1312585,1.1312585,29.0,34.48119,5.4811897,0,0,-0.0,1.1319252
35341,-1.1672102,1.1672102,29.0,34.02002,5.0200195,1,-1,-5.0200195,1.1318431
35342,-1.04482,1.04482,30.0,34.267178,4.2671776,0,0,-0.0,1.1318431
35343,-0.69884557,0.69884557,30.0,33.363407,3.3634071,0,0,-0.0,1.1317692
35344,-0.76595545,0.76595545,30.0,32.736042,2.736042,0,0,-0.0,1.1317096
35345,-0.92610997,0.92610997,32.0,31.820932,-0.17906761,0,0,0.0,1.1316676
35346,-0.93859833,0.93859833,33.0,31.939198,-1.0608025,0,0,0.0,1.13159
35347,-1.0183522,1.0183522,33.0,31.45168,-1.5483208,0,0,0.0,1.13149
35348,-1.1310937,1.1310937,33.0,31.47485,-1.5251503,0,0,0.0,1.1314547
