idx,mu,abs_mu,last,y_abs,delta_true,enter,side,profit
192,0.21081929,0.21081929,28.0,27.794334,-0.20566559,0,0,-0.0
193,0.2099282,0.2099282,28.0,28.115278,0.115278244,0,0,0.0
194,0.21010329,0.21010329,29.0,28.264463,-0.7355366,0,0,-0.0
195,0.20978771,0.20978771,28.0,27.601929,-0.3980713,0,0,-0.0
196,0.20968272,0.20968272,29.0,27.94146,-1.0585403,0,0,-0.0
197,0.21049266,0.21049266,28.0,29.297522,1.2975216,0,0,0.0
198,0.20898925,0.20898925,26.0,28.929752,2.9297523,0,0,0.0
199,0.21024163,0.21024163,26.0,28.922176,2.9221764,0,0,0.0
200,0.21469824,0.21469824,26.0,27.988981,1.9889812,0,0,0.0
201,0.21196823,0.21196823,24.0,28.537878,4.537878,0,0,0.0
202,0.2101448,0.2101448,25.0,28.763086,3.7630863,0,0,0.0
203,0.20963998,0.20963998,26.0,30.544077,4.544077,0,0,0.0
204,0.21026589,0.21026589,25.0,30.881542,5.881542,0,0,0.0
205,0.21036755,0.21036755,25.0,30.261707,5.2617073,0,0,0.0
206,0.20863025,0.20863025,25.0,30.120523,5.1205235,0,0,0.0
207,0.21002714,0.21002714,26.0,26.818182,0.818182,0,0,0.0
208,0.21377413,0.21377413,26.0,26.47383,0.47382927,0,0,0.0
209,0.21074896,0.21074896,27.0,26.402205,-0.5977955,0,0,-0.0
210,0.20939101,0.20939101,27.0,27.225206,0.22520638,0,0,0.0
211,0.20903797,0.20903797,27.0,27.601929,0.6019287,0,0,0.0
212,0.20921274,0.20921274,27.0,27.641872,0.6418724,0,0,0.0
213,0.2087168,0.2087168,27.0,28.557163,1.5571632,0,0,0.0
214,0.20780878,0.20780878,29.0,28.001377,-0.9986229,0,0,-0.0
215,0.20977415,0.20977415,28.0,27.507576,-0.492424,0,0,-0.0
216,0.21324013,0.21324013,28.0,27.241735,-0.75826454,0,0,-0.0
217,0.2100362,0.2100362,28.0,28.082645,0.082645416,0,0,0.0
218,0.20910878,0.20910878,27.0,28.248623,1.2486229,0,0,0.0
219,0.20828797,0.20828797,27.0,28.236914,1.2369137,0,0,0.0
220,0.20844744,0.20844744,27.0,28.108816,1.1088161,0,0,0.0
221,0.20763566,0.20763566,26.0,27.85124,1.8512402,0,0,0.0
222,0.20623724,0.20623724,26.0,28.194904,2.1949043,0,0,0.0
223,0.20792578,0.20792578,26.0,28.953169,2.9531689,0,0,0.0
224,0.210892,0.210892,26.0,29.662535,3.6625347,0,0,0.0
225,0.20881103,0.20881103,27.0,29.917355,2.9173546,0,0,0.0
226,0.20656045,0.20656045,27.0,29.297522,2.2975216,0,0,0.0
227,0.20698394,0.20698394,27.0,30.330578,3.3305779,0,0,0.0
228,0.20661636,0.20661636,28.0,29.254822,1.2548218,0,0,0.0
229,0.20617451,0.20617451,28.0,30.43664,2.4366398,0,0,0.0
230,0.20519458,0.20519458,28.0,29.869146,1.8691463,0,0,0.0
231,0.20673074,0.20673074,27.0,30.451101,3.4511013,0,0,0.0
232,0.21014987,0.21014987,28.0,30.429064,2.4290638,0,0,0.0
233,0.20775385,0.20775385,28.0,29.774105,1.7741051,0,0,0.0
234,0.20509811,0.20509811,28.0,29.834023,1.8340225,0,0,0.0
235,0.20565693,0.20565693,28.0,29.48416,1.4841595,0,0,0.0
236,0.20496969,0.20496969,29.0,29.13292,0.13291931,0,0,0.0
237,0.20500152,0.20500152,29.0,29.70179,0.70178986,0,0,0.0
238,0.20454536,0.20454536,28.0,29.84022,1.8402195,0,0,0.0
239,0.20515148,0.20515148,28.0,29.873278,1.8732777,0,0,0.0
240,0.20878007,0.20878007,28.0,29.22934,1.2293396,0,0,0.0
241,0.2062143,0.2062143,28.0,30.10124,2.1012402,0,0,0.0
242,0.20458041,0.20458041,28.0,30.137053,2.1370525,0,0,0.0
243,0.20505463,0.20505463,29.0,29.250689,0.25068855,0,0,0.0
244,0.20448516,0.20448516,29.0,27.851929,-1.1480713,0,0,-0.0
245,0.20403539,0.20403539,28.0,27.87741,-0.12258911,0,0,-0.0
246,0.20289104,0.20289104,28.0,27.241047,-0.7589531,0,0,-0.0
247,0.20327367,0.20327367,29.0,27.718319,-1.2816811,0,0,-0.0
248,0.20770852,0.20770852,29.0,27.66047,-1.339531,0,0,-0.0
249,0.20529483,0.20529483,29.0,27.349863,-1.650137,0,0,-0.0
250,0.20420472,0.20420472,29.0,26.130854,-2.8691463,0,0,-0.0
251,0.20472382,0.20472382,29.0,26.694904,-2.3050957,0,0,-0.0
252,0.20348309,0.20348309,29.0,27.183884,-1.8161163,0,0,-0.0
253,0.20343073,0.20343073,31.0,27.161846,-3.8381538,0,0,-0.0
254,0.20174567,0.20174567,31.0,26.573002,-4.426998,0,0,-0.0
255,0.20275171,0.20275171,31.0,26.517906,-4.482094,0,0,-0.0
256,0.20699798,0.20699798,31.0,27.85124,-3.1487598,0,0,-0.0
257,0.20416982,0.20416982,28.0,27.629477,-0.37052345,0,0,-0.0
258,0.20379014,0.20379014,27.0,27.511707,0.5117073,0,0,0.0
259,0.20464493,0.20464493,27.0,28.192837,1.1928368,0,0,0.0
260,0.20374255,0.20374255,28.0,28.407024,0.40702438,0,0,0.0
261,0.20425911,0.20425911,28.0,28.327135,0.3271351,0,0,0.0
262,0.20257972,0.20257972,28.0,29.123966,1.1239662,0,0,0.0
263,0.20346402,0.20346402,29.0,29.772728,0.77272797,0,0,0.0
264,0.20816933,0.20816933,29.0,30.503443,1.5034428,0,0,0.0
265,0.2055404,0.2055404,28.0,30.071625,2.0716248,0,0,0.0
266,0.20605676,0.20605676,28.0,30.788567,2.7885666,0,0,0.0
267,0.2071156,0.2071156,28.0,29.369146,1.3691463,0,0,0.0
268,0.20609172,0.20609172,29.0,30.261707,1.2617073,0,0,0.0
269,0.20735388,0.20735388,29.0,31.236225,2.2362251,0,0,0.0
270,0.20519616,0.20519616,29.0,30.513086,1.5130863,0,0,0.0
271,0.20611708,0.20611708,28.0,30.46281,2.4628105,0,0,0.0
272,0.21043299,0.21043299,29.0,30.705235,1.7052345,0,0,0.0
273,0.20829563,0.20829563,29.0,30.462122,1.462122,0,0,0.0
274,0.20812277,0.20812277,30.0,31.836777,1.8367767,0,0,0.0
275,0.20891629,0.20891629,31.0,32.671486,1.6714859,0,0,0.0
276,0.2088411,0.2088411,30.0,31.780993,1.7809925,0,0,0.0
277,0.21050648,0.21050648,30.0,32.072315,2.0723152,0,0,0.0
278,0.20743056,0.20743056,30.0,32.128098,2.1280975,0,0,0.0
279,0.20770048,0.20770048,31.0,35.21694,4.216942,0,0,0.0
280,0.21136041,0.21136041,31.0,34.871902,3.8719025,0,0,0.0
281,0.2101966,0.2101966,31.0,35.292698,4.292698,0,0,0.0
282,0.21018021,0.21018021,31.0,37.274105,6.274105,0,0,0.0
283,0.20980336,0.20980336,30.0,35.805786,5.805786,0,0,0.0
284,0.21058397,0.21058397,30.0,35.977962,5.9779625,0,0,0.0
285,0.21227555,0.21227555,30.0,34.634296,4.6342964,0,0,0.0
286,0.20970438,0.20970438,30.0,35.26584,5.2658386,0,0,0.0
287,0.21045415,0.21045415,30.0,34.436638,4.436638,0,0,0.0
288,0.2139035,0.2139035,30.0,33.80372,3.8037186,0,0,0.0
289,0.2124915,0.2124915,30.0,35.06267,5.0626717,0,0,0.0
290,0.21213327,0.21213327,30.0,33.522038,3.5220375,0,0,0.0
291,0.22181807,0.22181807,31.0,34.833855,3.8338547,0,0,0.0
292,0.2222806,0.2222806,31.0,34.664185,3.6641846,0,0,0.0
293,0.22410278,0.22410278,31.0,33.033855,2.0338554,0,0,0.0
294,0.22323893,0.22323893,29.0,33.32968,4.3296814,0,0,0.0
295,0.22621493,0.22621493,29.0,33.540775,4.5407753,0,0,0.0
296,0.2229567,0.2229567,28.0,34.807346,6.8073463,0,0,0.0
297,0.22496502,0.22496502,28.0,35.598408,7.5984077,0,0,0.0
298,0.224977,0.224977,29.0,35.629086,6.6290855,0,0,0.0
299,0.22519876,0.22519876,29.0,36.24338,7.2433815,0,0,0.0
300,0.22219746,0.22219746,27.0,36.74811,9.748112,0,0,0.0
301,0.22464503,0.22464503,28.0,35.425297,7.425297,0,0,0.0
302,0.2238055,0.2238055,28.0,35.814617,7.814617,0,0,0.0
303,0.22680165,0.22680165,28.0,35.258755,7.2587547,0,0,0.0
304,0.23252697,0.23252697,28.0,37.44884,9.448841,1,1,9.448841
305,0.23624693,0.23624693,29.0,41.498158,12.4981575,1,1,12.4981575
306,0.23374407,0.23374407,30.0,45.61021,15.61021,1,1,15.61021
307,0.23375498,0.23375498,32.0,45.403942,13.403942,1,1,13.403942
308,0.2334096,0.2334096,31.0,46.502464,15.502464,1,1,15.502464
309,0.23016806,0.23016806,32.0,45.35862,13.35862,0,0,0.0
310,0.23023169,0.23023169,32.0,46.995075,14.995075,0,0,0.0
311,0.23177986,0.23177986,33.0,49.62266,16.622662,1,1,16.622662
312,0.23010893,0.23010893,33.0,50.07389,17.07389,0,0,0.0
313,0.23129411,0.23129411,34.0,54.423645,20.423645,0,0,0.0
314,0.22961922,0.22961922,35.0,56.33596,21.33596,0,0,0.0
315,0.23328762,0.23328762,35.0,56.31527,21.31527,1,1,21.31527
316,0.23293827,0.23293827,35.0,55.666996,20.666996,1,1,20.666996
317,0.23058926,0.23058926,35.0,57.75271,22.752708,0,0,0.0
318,0.23059271,0.23059271,35.0,60.0,25.0,0,0,0.0
319,0.23230456,0.23230456,36.0,56.48079,20.48079,1,1,20.48079
320,0.23160209,0.23160209,36.0,54.854187,18.854187,1,1,18.854187
321,0.2313454,0.2313454,36.0,54.114285,18.114285,0,0,0.0
322,0.23133151,0.23133151,36.0,56.336945,20.336945,0,0,0.0
323,0.23425277,0.23425277,35.0,50.174385,15.174385,1,1,15.174385
324,0.23403631,0.23403631,37.0,47.261086,10.2610855,1,1,10.2610855
325,0.23114629,0.23114629,38.0,48.55074,10.550739,0,0,0.0
326,0.23109083,0.23109083,37.0,49.36256,12.36256,0,0,0.0
327,0.23214988,0.23214988,38.0,50.731033,12.731033,1,1,12.731033
328,0.23137711,0.23137711,38.0,50.58128,12.58128,1,1,12.58128
329,0.23659505,0.23659505,39.0,49.15625,10.15625,1,1,10.15625
330,0.2411731,0.2411731,39.0,46.33777,7.3377686,1,1,7.3377686
331,0.23742352,0.23742352,39.0,48.739643,9.739643,1,1,9.739643
332,0.23786436,0.23786436,39.0,45.830708,6.8307076,1,1,6.8307076
333,0.23664467,0.23664467,39.0,46.83648,7.836479,1,1,7.836479
334,0.24025066,0.24025066,39.0,45.25,6.25,1,1,6.25
335,0.24139734,0.24139734,38.0,47.72327,9.72327,1,1,9.72327
336,0.24169658,0.24169658,38.0,47.35456,9.354561,1,1,9.354561
337,0.24128653,0.24128653,37.0,46.4772,9.4772,1,1,9.4772
338,0.24083687,0.24083687,36.0,46.985847,10.985847,1,1,10.985847
339,0.23713748,0.23713748,37.0,50.816036,13.816036,1,1,13.816036
340,0.23845054,0.23845054,36.0,50.169025,14.169025,1,1,14.169025
341,0.23633145,0.23633145,36.0,48.54953,12.54953,1,1,12.54953
342,0.23959632,0.23959632,36.0,49.808964,13.808964,1,1,13.808964
343,0.23992716,0.23992716,35.0,47.17846,12.178459,1,1,12.178459
344,0.2271109,0.2271109,34.0,47.246666,13.246666,0,0,0.0
345,0.22586958,0.22586958,35.0,47.65,12.650002,0,0,0.0
346,0.22561066,0.22561066,36.0,48.56,12.560001,0,0,0.0
347,0.22222291,0.22222291,37.0,46.073334,9.073334,0,0,0.0
348,0.22351636,0.22351636,37.0,47.370834,10.370834,0,0,0.0
349,0.22469147,0.22469147,38.0,47.141666,9.141666,0,0,0.0
350,0.22533558,0.22533558,38.0,47.8675,9.8675,0,0,0.0
351,0.22746713,0.22746713,38.0,48.645832,10.645832,0,0,0.0
352,0.22651671,0.22651671,37.0,49.423332,12.423332,0,0,0.0
353,0.22558068,0.22558068,37.0,50.461666,13.461666,0,0,0.0
354,0.22460617,0.22460617,38.0,51.0425,13.0425,0,0,0.0
355,0.21566711,0.21566711,39.0,48.107315,9.107315,0,0,0.0
356,0.21826263,0.21826263,39.0,45.04451,6.04451,0,0,0.0
357,0.21737285,0.21737285,39.0,45.24926,6.24926,0,0,0.0
358,0.21943258,0.21943258,39.0,44.863503,5.8635025,0,0,0.0
359,0.22000198,0.22000198,39.0,47.396885,8.396885,0,0,0.0
360,0.2226011,0.2226011,39.0,47.344215,8.344215,0,0,0.0
361,0.22108196,0.22108196,40.0,46.23937,6.2393684,0,0,0.0
362,0.22341625,0.22341625,40.0,43.939426,3.9394264,0,0,0.0
363,0.20604976,0.20604976,38.0,40.652058,2.6520576,0,0,0.0
364,0.20633428,0.20633428,39.0,40.14989,1.1498909,0,0,0.0
365,0.20626773,0.20626773,39.0,38.345238,-0.65476227,0,0,-0.0
366,0.21041356,0.21041356,39.0,36.140697,-2.8593025,0,0,-0.0
367,0.2092569,0.2092569,38.0,36.64498,-1.3550186,0,0,-0.0
368,0.20961295,0.20961295,40.0,36.552696,-3.4473038,0,0,-0.0
369,0.20704569,0.20704569,39.0,37.095814,-1.9041862,0,0,-0.0
370,0.20676069,0.20676069,38.0,36.24105,-1.7589493,0,0,-0.0
371,0.2095929,0.2095929,38.0,36.440243,-1.5597572,0,0,-0.0
372,0.20972668,0.20972668,38.0,36.97428,-1.0257187,0,0,-0.0
373,0.2114789,0.2114789,36.0,37.081192,1.081192,0,0,0.0
374,0.21029408,0.21029408,34.0,37.53757,3.537571,0,0,0.0
375,0.2086808,0.2086808,34.0,37.23651,3.2365112,0,0,0.0
376,0.20906101,0.20906101,34.0,36.59657,2.596569,0,0,0.0
377,0.20625047,0.20625047,35.0,37.27685,2.2768517,0,0,0.0
378,0.20642914,0.20642914,35.0,37.528492,2.528492,0,0,0.0
379,0.20777161,0.20777161,36.0,37.075138,1.0751381,0,0,0.0
380,0.209347,0.209347,36.0,36.873425,0.87342453,0,0,0.0
381,0.21117161,0.21117161,37.0,35.680283,-1.3197174,0,0,-0.0
382,0.21095671,0.21095671,37.0,35.605145,-1.3948555,0,0,-0.0
383,0.20896997,0.20896997,37.0,36.001007,-0.9989929,0,0,-0.0
384,0.20963274,0.20963274,36.0,35.282402,-0.71759796,0,0,-0.0
385,0.20700137,0.20700137,37.0,34.003025,-2.996975,0,0,-0.0
386,0.20726441,0.20726441,37.0,33.737267,-3.2627335,0,0,-0.0
387,0.20871319,0.20871319,37.0,32.24256,-4.7574387,0,0,-0.0
388,0.21024399,0.21024399,37.0,32.770046,-4.229954,0,0,-0.0
389,0.21107106,0.21107106,39.0,31.258194,-7.741806,0,0,-0.0
390,0.21118705,0.21118705,39.0,31.861013,-7.1389866,0,0,-0.0
391,0.20800497,0.20800497,38.0,32.523834,-5.476166,0,0,-0.0
392,0.20894657,0.20894657,39.0,32.535374,-6.4646263,0,0,-0.0
393,0.2075754,0.2075754,38.0,33.02559,-4.974411,0,0,-0.0
394,0.20802818,0.20802818,37.0,31.835926,-5.164074,0,0,-0.0
395,0.20668818,0.20668818,37.0,32.18314,-4.81686,0,0,-0.0
396,0.20984869,0.20984869,37.0,30.59408,-6.40592,0,0,-0.0
397,0.20990534,0.20990534,37.0,31.691921,-5.308079,0,0,-0.0
398,0.21055545,0.21055545,37.0,31.658304,-5.341696,0,0,-0.0
399,0.20720954,0.20720954,37.0,32.020573,-4.9794273,0,0,-0.0
400,0.20825355,0.20825355,37.0,32.556446,-4.443554,0,0,-0.0
401,0.20705144,0.20705144,38.0,32.861515,-5.138485,0,0,-0.0
402,0.20718087,0.20718087,38.0,32.37431,-5.6256905,0,0,-0.0
403,0.20590757,0.20590757,38.0,33.15153,-4.848469,0,0,-0.0
404,0.20918627,0.20918627,39.0,32.022076,-6.9779243,0,0,-0.0
405,0.2092336,0.2092336,39.0,32.201706,-6.798294,0,0,-0.0
406,0.20963009,0.20963009,38.0,31.787758,-6.212242,0,0,-0.0
407,0.20628457,0.20628457,38.0,31.747114,-6.252886,0,0,-0.0
408,0.20715491,0.20715491,37.0,32.573505,-4.4264946,0,0,-0.0
409,0.20708607,0.20708607,38.0,31.615654,-6.384346,0,0,-0.0
410,0.2066422,0.2066422,39.0,31.40592,-7.59408,0,0,-0.0
411,0.205934,0.205934,39.0,31.518314,-7.4816856,0,0,-0.0
412,0.20869227,0.20869227,39.0,30.119919,-8.880081,0,0,-0.0
413,0.20851614,0.20851614,39.0,29.475163,-9.5248375,0,0,-0.0
414,0.21234836,0.21234836,38.0,28.725666,-9.274334,0,0,-0.0
415,0.21452914,0.21452914,36.0,29.629461,-6.3705387,0,0,-0.0
416,0.21464641,0.21464641,35.0,30.119434,-4.8805656,0,0,-0.0
417,0.21249922,0.21249922,35.0,29.500736,-5.499264,0,0,-0.0
418,0.21157192,0.21157192,35.0,29.84204,-5.157961,0,0,-0.0
419,0.21004353,0.21004353,36.0,29.345722,-6.654278,0,0,-0.0
420,0.20981298,0.20981298,35.0,28.081133,-6.918867,0,0,-0.0
421,0.20911823,0.20911823,35.0,28.788668,-6.2113323,0,0,-0.0
422,0.20889221,0.20889221,36.0,29.14357,-6.85643,0,0,-0.0
423,0.21055086,0.21055086,36.0,29.313541,-6.6864586,0,0,-0.0
424,0.21164177,0.21164177,36.0,30.037848,-5.9621525,0,0,-0.0
425,0.21449848,0.21449848,36.0,29.993542,-6.0064583,0,0,-0.0
426,0.21251224,0.21251224,35.0,30.468666,-4.531334,0,0,-0.0
427,0.20987524,0.20987524,36.0,30.271002,-5.728998,0,0,-0.0
428,0.21388637,0.21388637,36.0,30.490692,-5.509308,0,0,-0.0
429,0.21249877,0.21249877,36.0,30.130676,-5.8693237,0,0,-0.0
430,0.2107877,0.2107877,35.0,31.506226,-3.4937744,0,0,-0.0
431,0.20926385,0.20926385,35.0,30.987785,-4.0122147,0,0,-0.0
432,0.21439151,0.21439151,34.0,30.820004,-3.1799965,0,0,-0.0
433,0.2156422,0.2156422,34.0,32.042824,-1.9571762,0,0,-0.0
434,0.21524037,0.21524037,34.0,31.396126,-2.6038742,0,0,-0.0
435,0.21504493,0.21504493,33.0,31.190184,-1.8098164,0,0,-0.0
436,0.21245764,0.21245764,32.0,31.979792,-0.020208359,0,0,-0.0
437,0.21111761,0.21111761,31.0,33.165886,2.165886,0,0,0.0
438,0.21073128,0.21073128,31.0,32.509083,1.5090828,0,0,0.0
439,0.21378414,0.21378414,30.0,33.018646,3.0186462,0,0,0.0
440,0.21344553,0.21344553,30.0,33.929028,3.9290276,0,0,0.0
441,0.2129402,0.2129402,31.0,34.134007,3.1340065,0,0,0.0
442,0.2135383,0.2135383,31.0,33.34825,2.3482513,0,0,0.0
443,0.21470775,0.21470775,32.0,32.798267,0.79826736,0,0,0.0
444,0.21131743,0.21131743,31.0,32.027428,1.0274277,0,0,0.0
445,0.2103412,0.2103412,31.0,31.649706,0.6497059,0,0,0.0
446,0.21037771,0.21037771,30.0,32.919525,2.9195251,0,0,0.0
447,0.21315955,0.21315955,30.0,33.38097,3.38097,0,0,0.0
448,0.21321808,0.21321808,30.0,33.466618,3.4666176,0,0,0.0
449,0.21309207,0.21309207,31.0,33.113438,2.1134377,0,0,0.0
450,0.21345674,0.21345674,31.0,32.42247,1.4224701,0,0,0.0
451,0.21466856,0.21466856,31.0,33.48346,2.4834595,0,0,0.0
452,0.21218605,0.21218605,31.0,33.284737,2.2847366,0,0,0.0
453,0.21240713,0.21240713,32.0,32.383495,0.38349533,0,0,0.0
454,0.2120115,0.2120115,31.0,32.2709,1.2709007,0,0,0.0
455,0.21534131,0.21534131,31.0,31.785877,0.7858772,0,0,0.0
456,0.21437334,0.21437334,31.0,32.74967,1.7496681,0,0,0.0
457,0.21333335,0.21333335,31.0,32.66498,1.6649818,0,0,0.0
458,0.2131264,0.2131264,31.0,33.350174,2.350174,0,0,0.0
459,0.21408744,0.21408744,31.0,32.798748,1.798748,0,0,0.0
460,0.21130179,0.21130179,30.0,33.084568,3.084568,0,0,0.0
461,0.21149887,0.21149887,30.0,33.53639,3.5363884,0,0,0.0
462,0.21245803,0.21245803,29.0,33.101406,4.101406,0,0,0.0
463,0.21620552,0.21620552,28.0,33.415134,5.4151344,0,0,0.0
464,0.21499343,0.21499343,29.0,33.068207,4.068207,0,0,0.0
465,0.2143675,0.2143675,29.0,34.661373,5.661373,0,0,0.0
