date,open,high,low,close,amount,end_time,volume,count,buy_amount,buy_volume,null,symbol
2020-01-13 18:35:00,8090.84,8095.51,8090.84,8091.8,40.287859,1578940799999.0,326044.00707607,585.0,17.765636,143772.64824195,0.0,BTCUSDT
2020-01-13 18:40:00,8091.81,8101.17,8091.12,8096.05,58.438035,1578941099999.0,473177.66687748,702.0,34.117788,276256.39925483,0.0,BTCUSDT
2020-01-13 18:45:00,8096.99,8104.0,8096.99,8102.2,40.509277,1578941399999.0,328186.33947768,639.0,27.667839,224152.08304046,0.0,BTCUSDT
2020-01-13 18:50:00,8101.73,8106.99,8101.73,8106.49,31.299729,1578941699999.0,253680.92592416,528.0,20.222371,163897.29213061,0.0,BTCUSDT
2020-01-13 18:55:00,8106.49,8109.71,8103.88,8107.93,43.030804,1578941999999.0,348811.5277907,650.0,14.151859,114718.85251793,0.0,BTCUSDT
2020-01-13 19:00:00,8107.92,8113.95,8106.27,8108.0,83.040765,1578942299999.0,673390.83018334,854.0,50.489614,409448.56039168,0.0,BTCUSDT
2020-01-13 19:05:00,8108.0,8108.63,8103.88,8104.87,86.704049,1578942599999.0,702846.87794733,1080.0,32.064995,259926.16869512,0.0,BTCUSDT
2020-01-13 19:10:00,8104.87,8112.0,8103.17,8110.14,53.211589,1578942899999.0,431355.84098321,681.0,23.268482,188641.66566217,0.0,BTCUSDT
2020-01-13 19:15:00,8110.16,8117.0,8110.0,8114.05,63.800664,1578943199999.0,517654.04118887,749.0,28.68227,232718.49613452,0.0,BTCUSDT
2020-01-13 19:20:00,8112.96,8114.36,8107.19,8107.94,101.859848,1578943499999.0,826175.91890429,1061.0,34.331585,278463.68022543,0.0,BTCUSDT
2020-01-13 19:25:00,8107.91,8117.0,8107.91,8116.53,52.744833,1578943799999.0,427953.98853488,575.0,36.094931,292866.89772277,0.0,BTCUSDT
2020-01-13 19:30:00,8116.53,8121.84,8114.57,8118.92,95.489616,1578944099999.0,775235.61014729,960.0,47.539236,385967.80419155,0.0,BTCUSDT
